command,mean,stddev,user,system,min,max
target/release/par,1.29707418572,0.005646649950132491,2.35097241,3.7832803949999994,1.28824188942,1.3040297764200002
target/release/par-sum,0.12324641508666666,0.00568716418539459,0.8135703766666667,0.0046140375,0.11401939442,0.13663504042
