command,mean,stddev,user,system,min,max
target/release/par,1.29565266513,0.00915033860020568,2.3126876349999996,3.8550089499999998,1.2805143266299999,1.31486560963
target/release/par-sum,0.12623113405105263,0.008172013354261145,0.8120132349999999,0.004067252631578947,0.11395023863,0.14874197063000003
target/release/seq-sum,0.57742151643,0.0020837617172201213,0.5740198349999999,0.00309352,0.57618041863,0.58310864163
target/release/seq,1.0400596418299997,0.0018040303937971115,0.844554735,0.19488725,1.03688966263,1.04246388363
target/release/seq-string-buf,0.71324801633,0.0004520050284005279,0.7093655350000001,0.00343262,0.7126857706299999,0.71411350463
target/release/seq-lock-stdout,0.9780667558299999,0.0021590910657997356,0.777502135,0.19988945000000002,0.97515437863,0.98109398563
target/release/par-string-buf,0.15719842751888893,0.00797533644478751,1.0710356238888885,0.009368669444444443,0.14761048663,0.17380943063
